日期,品名,规格,材质,品牌,价格,地区,抓取时间,创建时间
2024-06-26,螺纹钢,Φ20,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-26,螺纹钢,Φ22,HRB400E,莱钢,None,山东烟台,None,None
2024-06-26,螺纹钢,Φ22,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-26,螺纹钢,Φ22,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-26,螺纹钢,Φ22,HRB400E,日照,None,山东烟台,None,None
2024-06-26,螺纹钢,Φ22,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-26,螺纹钢,Φ25,HRB400E,莱钢,None,山东烟台,None,None
2024-06-26,螺纹钢,Φ25,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-26,螺纹钢,Φ25,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-26,螺纹钢,Φ25,HRB400E,日照,None,山东烟台,None,None
2024-06-26,螺纹钢,Φ25,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-26,螺纹钢,Φ28-32,HRB400E,莱钢,None,山东烟台,None,None
2024-06-26,螺纹钢,Φ28-32,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-26,螺纹钢,Φ28-32,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-26,螺纹钢,Φ28-32,HRB400E,日照,None,山东烟台,None,None
2024-06-26,螺纹钢,Φ28-32,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-26,高线,Φ10,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-26,高线,Φ10,HPB300,石横特钢,None,山东烟台,None,None
2024-06-26,高线,Φ10,HPB300,江苏镔鑫,None,山东烟台,None,None
2024-06-26,高线,Φ12,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-26,高线,Φ12,HPB300,石横特钢,None,山东烟台,None,None
2024-06-26,高线,Φ6,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-26,高线,Φ6,HPB300,石横特钢,None,山东烟台,None,None
2024-06-26,高线,Φ6,HPB300,江苏镔鑫,None,山东烟台,None,None
2024-06-26,高线,Φ8,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-26,高线,Φ8,HPB300,石横特钢,None,山东烟台,None,None
2024-06-26,高线,Φ8,HPB300,江苏镔鑫,None,山东烟台,None,None
2024-06-25,圆钢,Φ12-22,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-25,圆钢,Φ12-22,HPB300,石横特钢,None,山东烟台,None,None
2024-06-25,圆钢,Φ25-32,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-25,圆钢,Φ25-32,HPB300,石横特钢,None,山东烟台,None,None
2024-06-25,盘螺,Φ10,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-25,盘螺,Φ10,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-25,盘螺,Φ10,HRB400E,日照,None,山东烟台,None,None
2024-06-25,盘螺,Φ10,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-25,盘螺,Φ10,HRB400E,日钢营口,None,山东烟台,None,None
2024-06-25,盘螺,Φ12,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-25,盘螺,Φ12,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-25,盘螺,Φ6,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-25,盘螺,Φ6,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-25,盘螺,Φ8,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-25,盘螺,Φ8,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-25,盘螺,Φ8,HRB400E,日照,None,山东烟台,None,None
2024-06-25,盘螺,Φ8,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-25,盘螺,Φ8,HRB400E,日钢营口,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ10,HRB400E,莱钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ10,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ10,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ12,HRB400E,莱钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ12,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ12,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ12,HRB400E,日照,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ12,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ12-14,HRB500E,莱钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ12-14,HRB500E,莱钢永锋,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ12-14,HRB500E,石横特钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ14,HRB400E,莱钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ14,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ14,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ14,HRB400E,日照,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ14,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ16,HRB400E,莱钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ16,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ16,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ16,HRB400E,日照,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ16,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ18,HRB400E,莱钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ18,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ18,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ18,HRB400E,日照,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ18,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ20,HRB400E,莱钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ20,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ20,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ20,HRB400E,日照,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ20,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ22,HRB400E,莱钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ22,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ22,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ22,HRB400E,日照,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ22,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ25,HRB400E,莱钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ25,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ25,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ25,HRB400E,日照,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ25,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ28-32,HRB400E,莱钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ28-32,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ28-32,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ28-32,HRB400E,日照,None,山东烟台,None,None
2024-06-25,螺纹钢,Φ28-32,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-25,高线,Φ10,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-25,高线,Φ10,HPB300,石横特钢,None,山东烟台,None,None
2024-06-25,高线,Φ10,HPB300,江苏镔鑫,None,山东烟台,None,None
2024-06-25,高线,Φ12,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-25,高线,Φ12,HPB300,石横特钢,None,山东烟台,None,None
2024-06-25,高线,Φ6,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-25,高线,Φ6,HPB300,石横特钢,None,山东烟台,None,None
2024-06-25,高线,Φ6,HPB300,江苏镔鑫,None,山东烟台,None,None
2024-06-25,高线,Φ8,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-25,高线,Φ8,HPB300,石横特钢,None,山东烟台,None,None
2024-06-25,高线,Φ8,HPB300,江苏镔鑫,None,山东烟台,None,None
2024-06-24,圆钢,Φ12-22,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-24,圆钢,Φ12-22,HPB300,石横特钢,None,山东烟台,None,None
2024-06-24,圆钢,Φ25-32,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-24,圆钢,Φ25-32,HPB300,石横特钢,None,山东烟台,None,None
2024-06-24,盘螺,Φ10,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-24,盘螺,Φ10,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-24,盘螺,Φ10,HRB400E,日照,None,山东烟台,None,None
2024-06-24,盘螺,Φ10,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-24,盘螺,Φ10,HRB400E,日钢营口,None,山东烟台,None,None
2024-06-24,盘螺,Φ12,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-24,盘螺,Φ12,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-24,盘螺,Φ6,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-24,盘螺,Φ6,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-24,盘螺,Φ8,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-24,盘螺,Φ8,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-24,盘螺,Φ8,HRB400E,日照,None,山东烟台,None,None
2024-06-24,盘螺,Φ8,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-24,盘螺,Φ8,HRB400E,日钢营口,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ10,HRB400E,莱钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ10,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ10,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ12,HRB400E,莱钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ12,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ12,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ12,HRB400E,日照,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ12,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ12-14,HRB500E,莱钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ12-14,HRB500E,莱钢永锋,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ12-14,HRB500E,石横特钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ14,HRB400E,莱钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ14,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ14,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ14,HRB400E,日照,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ14,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ16,HRB400E,莱钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ16,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ16,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ16,HRB400E,日照,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ16,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ18,HRB400E,莱钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ18,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ18,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ18,HRB400E,日照,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ18,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ20,HRB400E,莱钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ20,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ20,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ20,HRB400E,日照,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ20,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ22,HRB400E,莱钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ22,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ22,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ22,HRB400E,日照,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ22,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ25,HRB400E,莱钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ25,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ25,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ25,HRB400E,日照,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ25,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ28-32,HRB400E,莱钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ28-32,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ28-32,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ28-32,HRB400E,日照,None,山东烟台,None,None
2024-06-24,螺纹钢,Φ28-32,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-24,高线,Φ10,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-24,高线,Φ10,HPB300,石横特钢,None,山东烟台,None,None
2024-06-24,高线,Φ10,HPB300,江苏镔鑫,None,山东烟台,None,None
2024-06-24,高线,Φ12,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-24,高线,Φ12,HPB300,石横特钢,None,山东烟台,None,None
2024-06-24,高线,Φ6,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-24,高线,Φ6,HPB300,石横特钢,None,山东烟台,None,None
2024-06-24,高线,Φ6,HPB300,江苏镔鑫,None,山东烟台,None,None
2024-06-24,高线,Φ8,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-24,高线,Φ8,HPB300,石横特钢,None,山东烟台,None,None
2024-06-24,高线,Φ8,HPB300,江苏镔鑫,None,山东烟台,None,None
2024-06-21,圆钢,Φ12-22,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-21,圆钢,Φ12-22,HPB300,石横特钢,None,山东烟台,None,None
2024-06-21,圆钢,Φ25-32,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-21,圆钢,Φ25-32,HPB300,石横特钢,None,山东烟台,None,None
2024-06-21,盘螺,Φ10,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-21,盘螺,Φ10,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-21,盘螺,Φ10,HRB400E,日照,None,山东烟台,None,None
2024-06-21,盘螺,Φ10,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-21,盘螺,Φ10,HRB400E,日钢营口,None,山东烟台,None,None
2024-06-21,盘螺,Φ12,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-21,盘螺,Φ12,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-21,盘螺,Φ6,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-21,盘螺,Φ6,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-21,盘螺,Φ8,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-21,盘螺,Φ8,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-21,盘螺,Φ8,HRB400E,日照,None,山东烟台,None,None
2024-06-21,盘螺,Φ8,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-21,盘螺,Φ8,HRB400E,日钢营口,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ10,HRB400E,莱钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ10,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ10,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ12,HRB400E,莱钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ12,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ12,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ12,HRB400E,日照,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ12,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ12-14,HRB500E,莱钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ12-14,HRB500E,莱钢永锋,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ12-14,HRB500E,石横特钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ14,HRB400E,莱钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ14,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ14,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ14,HRB400E,日照,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ14,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ16,HRB400E,莱钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ16,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ16,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ16,HRB400E,日照,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ16,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ18,HRB400E,莱钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ18,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ18,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ18,HRB400E,日照,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ18,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ20,HRB400E,莱钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ20,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ20,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ20,HRB400E,日照,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ20,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ22,HRB400E,莱钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ22,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ22,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ22,HRB400E,日照,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ22,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ25,HRB400E,莱钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ25,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ25,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ25,HRB400E,日照,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ25,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ28-32,HRB400E,莱钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ28-32,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ28-32,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ28-32,HRB400E,日照,None,山东烟台,None,None
2024-06-21,螺纹钢,Φ28-32,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-21,高线,Φ10,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-21,高线,Φ10,HPB300,石横特钢,None,山东烟台,None,None
2024-06-21,高线,Φ10,HPB300,江苏镔鑫,None,山东烟台,None,None
2024-06-21,高线,Φ12,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-21,高线,Φ12,HPB300,石横特钢,None,山东烟台,None,None
2024-06-21,高线,Φ6,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-21,高线,Φ6,HPB300,石横特钢,None,山东烟台,None,None
2024-06-21,高线,Φ6,HPB300,江苏镔鑫,None,山东烟台,None,None
2024-06-21,高线,Φ8,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-21,高线,Φ8,HPB300,石横特钢,None,山东烟台,None,None
2024-06-21,高线,Φ8,HPB300,江苏镔鑫,None,山东烟台,None,None
2024-06-20,圆钢,Φ12-22,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-20,圆钢,Φ12-22,HPB300,石横特钢,None,山东烟台,None,None
2024-06-20,圆钢,Φ25-32,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-20,圆钢,Φ25-32,HPB300,石横特钢,None,山东烟台,None,None
2024-06-20,盘螺,Φ10,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-20,盘螺,Φ10,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-20,盘螺,Φ10,HRB400E,日照,None,山东烟台,None,None
2024-06-20,盘螺,Φ10,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-20,盘螺,Φ10,HRB400E,日钢营口,None,山东烟台,None,None
2024-06-20,盘螺,Φ12,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-20,盘螺,Φ12,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-20,盘螺,Φ6,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-20,盘螺,Φ6,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-20,盘螺,Φ8,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-20,盘螺,Φ8,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-20,盘螺,Φ8,HRB400E,日照,None,山东烟台,None,None
2024-06-20,盘螺,Φ8,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-20,盘螺,Φ8,HRB400E,日钢营口,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ10,HRB400E,莱钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ10,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ10,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ12,HRB400E,莱钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ12,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ12,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ12,HRB400E,日照,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ12,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ12-14,HRB500E,莱钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ12-14,HRB500E,莱钢永锋,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ12-14,HRB500E,石横特钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ14,HRB400E,莱钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ14,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ14,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ14,HRB400E,日照,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ14,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ16,HRB400E,莱钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ16,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ16,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ16,HRB400E,日照,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ16,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ18,HRB400E,莱钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ18,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ18,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ18,HRB400E,日照,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ18,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ20,HRB400E,莱钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ20,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ20,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ20,HRB400E,日照,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ20,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ22,HRB400E,莱钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ22,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ22,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ22,HRB400E,日照,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ22,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ25,HRB400E,莱钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ25,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ25,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ25,HRB400E,日照,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ25,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ28-32,HRB400E,莱钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ28-32,HRB400E,莱钢永锋,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ28-32,HRB400E,石横特钢,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ28-32,HRB400E,日照,None,山东烟台,None,None
2024-06-20,螺纹钢,Φ28-32,HRB400E,江苏镔鑫,None,山东烟台,None,None
2024-06-20,高线,Φ10,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-20,高线,Φ10,HPB300,石横特钢,None,山东烟台,None,None
2024-06-20,高线,Φ10,HPB300,江苏镔鑫,None,山东烟台,None,None
2024-06-20,高线,Φ12,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-20,高线,Φ12,HPB300,石横特钢,None,山东烟台,None,None
2024-06-20,高线,Φ6,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-20,高线,Φ6,HPB300,石横特钢,None,山东烟台,None,None
2024-06-20,高线,Φ6,HPB300,江苏镔鑫,None,山东烟台,None,None
2024-06-20,高线,Φ8,HPB300,莱钢永锋,None,山东烟台,None,None
2024-06-20,高线,Φ8,HPB300,石横特钢,None,山东烟台,None,None
2024-06-20,高线,Φ8,HPB300,江苏镔鑫,None,山东烟台,None,None
2024-06-19,圆钢,Φ12-22,HPB300,莱钢永锋,None,山东烟台,None,None
